Datetime,consumption_mw,hour,dayofweek,date,prev_hour_mw
2017-12-27 18:00:00,19342.0,18,2,2017-12-27,18241.0
2017-12-27 19:00:00,19907.0,19,2,2017-12-27,19342.0
2017-12-27 20:00:00,19960.0,20,2,2017-12-27,19907.0
2017-12-27 21:00:00,19963.0,21,2,2017-12-27,19960.0
2017-12-27 22:00:00,19743.0,22,2,2017-12-27,19963.0
2017-12-27 23:00:00,19228.0,23,2,2017-12-27,19743.0
2017-12-28 00:00:00,18796.0,0,3,2017-12-28,19228.0
2017-12-28 01:00:00,18572.0,1,3,2017-12-28,18796.0
2017-12-28 02:00:00,18457.0,2,3,2017-12-28,18572.0
2017-12-28 03:00:00,18436.0,3,3,2017-12-28,18457.0
2017-12-28 04:00:00,18615.0,4,3,2017-12-28,18436.0
2017-12-28 05:00:00,18897.0,5,3,2017-12-28,18615.0
2017-12-28 06:00:00,19394.0,6,3,2017-12-28,18897.0
2017-12-28 07:00:00,20246.0,7,3,2017-12-28,19394.0
2017-12-28 08:00:00,20677.0,8,3,2017-12-28,20246.0
2017-12-28 09:00:00,20846.0,9,3,2017-12-28,20677.0
2017-12-28 10:00:00,20683.0,10,3,2017-12-28,20846.0
2017-12-28 11:00:00,20419.0,11,3,2017-12-28,20683.0
2017-12-28 12:00:00,19891.0,12,3,2017-12-28,20419.0
2017-12-28 13:00:00,19411.0,13,3,2017-12-28,19891.0
2017-12-28 14:00:00,19048.0,14,3,2017-12-28,19411.0
2017-12-28 15:00:00,18635.0,15,3,2017-12-28,19048.0
2017-12-28 16:00:00,18318.0,16,3,2017-12-28,18635.0
2017-12-28 17:00:00,18601.0,17,3,2017-12-28,18318.0
2017-12-28 18:00:00,19453.0,18,3,2017-12-28,18601.0
2017-12-28 19:00:00,19911.0,19,3,2017-12-28,19453.0
2017-12-28 20:00:00,19991.0,20,3,2017-12-28,19911.0
2017-12-28 21:00:00,19858.0,21,3,2017-12-28,19991.0
2017-12-28 22:00:00,19459.0,22,3,2017-12-28,19858.0
2017-12-28 23:00:00,18897.0,23,3,2017-12-28,19459.0
2017-12-29 00:00:00,18204.0,0,4,2017-12-29,18897.0
2017-12-29 01:00:00,17799.0,1,4,2017-12-29,18204.0
2017-12-29 02:00:00,17511.0,2,4,2017-12-29,17799.0
2017-12-29 03:00:00,17319.0,3,4,2017-12-29,17511.0
2017-12-29 04:00:00,17280.0,4,4,2017-12-29,17319.0
2017-12-29 05:00:00,17404.0,5,4,2017-12-29,17280.0
2017-12-29 06:00:00,17730.0,6,4,2017-12-29,17404.0
2017-12-29 07:00:00,18515.0,7,4,2017-12-29,17730.0
2017-12-29 08:00:00,19167.0,8,4,2017-12-29,18515.0
2017-12-29 09:00:00,19175.0,9,4,2017-12-29,19167.0
2017-12-29 10:00:00,19128.0,10,4,2017-12-29,19175.0
2017-12-29 11:00:00,18723.0,11,4,2017-12-29,19128.0
2017-12-29 12:00:00,18395.0,12,4,2017-12-29,18723.0
2017-12-29 13:00:00,17881.0,13,4,2017-12-29,18395.0
2017-12-29 14:00:00,17516.0,14,4,2017-12-29,17881.0
2017-12-29 15:00:00,17365.0,15,4,2017-12-29,17516.0
2017-12-29 16:00:00,17346.0,16,4,2017-12-29,17365.0
2017-12-29 17:00:00,17680.0,17,4,2017-12-29,17346.0
2017-12-29 18:00:00,18425.0,18,4,2017-12-29,17680.0
2017-12-29 19:00:00,18704.0,19,4,2017-12-29,18425.0
2017-12-29 20:00:00,18619.0,20,4,2017-12-29,18704.0
2017-12-29 21:00:00,18491.0,21,4,2017-12-29,18619.0
2017-12-29 22:00:00,18209.0,22,4,2017-12-29,18491.0
2017-12-29 23:00:00,17635.0,23,4,2017-12-29,18209.0
2017-12-30 00:00:00,16839.0,0,5,2017-12-30,17635.0
2017-12-30 01:00:00,16387.0,1,5,2017-12-30,16839.0
2017-12-30 02:00:00,16128.0,2,5,2017-12-30,16387.0
2017-12-30 03:00:00,15980.0,3,5,2017-12-30,16128.0
2017-12-30 04:00:00,15814.0,4,5,2017-12-30,15980.0
2017-12-30 05:00:00,15695.0,5,5,2017-12-30,15814.0
2017-12-30 06:00:00,16004.0,6,5,2017-12-30,15695.0
2017-12-30 07:00:00,16339.0,7,5,2017-12-30,16004.0
2017-12-30 08:00:00,16786.0,8,5,2017-12-30,16339.0
2017-12-30 09:00:00,17182.0,9,5,2017-12-30,16786.0
2017-12-30 10:00:00,17579.0,10,5,2017-12-30,17182.0
2017-12-30 11:00:00,17689.0,11,5,2017-12-30,17579.0
2017-12-30 12:00:00,17735.0,12,5,2017-12-30,17689.0
2017-12-30 13:00:00,17523.0,13,5,2017-12-30,17735.0
2017-12-30 14:00:00,17379.0,14,5,2017-12-30,17523.0
2017-12-30 15:00:00,17280.0,15,5,2017-12-30,17379.0
2017-12-30 16:00:00,17338.0,16,5,2017-12-30,17280.0
2017-12-30 17:00:00,17663.0,17,5,2017-12-30,17338.0
2017-12-30 18:00:00,18461.0,18,5,2017-12-30,17663.0
2017-12-30 19:00:00,18815.0,19,5,2017-12-30,18461.0
2017-12-30 20:00:00,18807.0,20,5,2017-12-30,18815.0
2017-12-30 21:00:00,18713.0,21,5,2017-12-30,18807.0
2017-12-30 22:00:00,18478.0,22,5,2017-12-30,18713.0
2017-12-30 23:00:00,18150.0,23,5,2017-12-30,18478.0
2017-12-31 00:00:00,17761.0,0,6,2017-12-31,18150.0
2017-12-31 01:00:00,17422.0,1,6,2017-12-31,17761.0
2017-12-31 02:00:00,17219.0,2,6,2017-12-31,17422.0
2017-12-31 03:00:00,17313.0,3,6,2017-12-31,17219.0
2017-12-31 04:00:00,17396.0,4,6,2017-12-31,17313.0
2017-12-31 05:00:00,17512.0,5,6,2017-12-31,17396.0
2017-12-31 06:00:00,17779.0,6,6,2017-12-31,17512.0
2017-12-31 07:00:00,18166.0,7,6,2017-12-31,17779.0
2017-12-31 08:00:00,18646.0,8,6,2017-12-31,18166.0
2017-12-31 09:00:00,18954.0,9,6,2017-12-31,18646.0
2017-12-31 10:00:00,19254.0,10,6,2017-12-31,18954.0
2017-12-31 11:00:00,19026.0,11,6,2017-12-31,19254.0
2017-12-31 12:00:00,18750.0,12,6,2017-12-31,19026.0
2017-12-31 13:00:00,18370.0,13,6,2017-12-31,18750.0
2017-12-31 14:00:00,17984.0,14,6,2017-12-31,18370.0
2017-12-31 15:00:00,17803.0,15,6,2017-12-31,17984.0
2017-12-31 16:00:00,17915.0,16,6,2017-12-31,17803.0
2017-12-31 17:00:00,18287.0,17,6,2017-12-31,17915.0
2017-12-31 18:00:00,19263.0,18,6,2017-12-31,18287.0
2017-12-31 19:00:00,19608.0,19,6,2017-12-31,19263.0
2017-12-31 20:00:00,19442.0,20,6,2017-12-31,19608.0
2017-12-31 21:00:00,19323.0,21,6,2017-12-31,19442.0
2017-12-31 22:00:00,19092.0,22,6,2017-12-31,19323.0
2017-12-31 23:00:00,18877.0,23,6,2017-12-31,19092.0
